transaction_id,customer_id,account_id,transaction_timestamp,transaction_amount,transaction_type,merchant_id,merchant_name,merchant_city,merchant_state,merchant_zip,merchant_country,mcc_group,mer_sic,currency,card_present,entry_mode,device_used,ip_address,is_fraud,fraud_type
TXN0001607,CUST00016,ACC000016,2024-01-02 01:28:03,111.63,Online Transfer,MER00072,"Wagner, Williams and Oneal",South Gerald,AR,98849,US,Retail_Specialty,Sporting Goods,USD,True,Swipe,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001608,CUST00016,ACC000016,2024-01-23 12:43:33,182.03,Bill Pay,MER00052,Collins Inc,Jennifershire,ND,19223,CA,Financial_Services,Loan Payment,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001609,CUST00016,ACC000016,2024-11-29 21:59:05,147.61,Purchase,MER00056,Tran Ltd,North John,DC,62285,US,Travel,Car Rental,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001610,CUST00016,ACC000016,2024-03-14 06:36:15,183.0,Bill Pay,MER00072,"Wagner, Williams and Oneal",South Gerald,AR,98849,US,Retail_Specialty,Sporting Goods,USD,True,Contactless,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001611,CUST00016,ACC000016,2023-06-20 08:09:17,387.09,Cash Advance,MER00055,"Hernandez, Thomas and Franklin",South Kenneth,AZ,89567,CA,Travel,Hotel,USD,True,Contactless,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001612,CUST00016,ACC000016,2023-09-04 14:44:31,29.18,ATM Withdrawal,MER00038,"Davis, Clark and Perez",East Reginaview,WI,90125,US,Retail_General,Grocery Store,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001613,CUST00016,ACC000016,2024-01-06 02:20:10,467.2,Purchase,MER00082,Fisher-Kennedy,Cooperfurt,GU,15559,US,Travel,Airline,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001614,CUST00016,ACC000016,2023-08-17 15:17:00,427.73,Cash Advance,MER00072,"Wagner, Williams and Oneal",South Gerald,AR,98849,US,Retail_Specialty,Sporting Goods,USD,True,Contactless,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001615,CUST00016,ACC000016,2022-10-04 12:14:14,316.99,Bill Pay,MER00063,"Mendez, Manning and Simon",Perezberg,GA,13339,US,Financial_Services,Loan Payment,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001616,CUST00016,ACC000016,2024-09-08 07:40:22,166.22,ATM Withdrawal,MER00085,Harmon Group,Stephenstown,MN,48139,US,Retail_General,Grocery Store,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001617,CUST00016,ACC000016,2023-05-07 12:20:10,169.8,ATM Withdrawal,MER00049,Mullins Inc,Aliciahaven,WY,86353,US,Retail_Specialty,Sporting Goods,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001618,CUST00016,ACC000016,2022-09-23 10:06:46,40.15,ATM Withdrawal,MER00039,"Chambers, Hall and Walker",Olivermouth,ID,10812,US,Financial_Services,Investment Broker,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001619,CUST00016,ACC000016,2024-06-03 00:12:14,588.99,Online Transfer,MER00031,Kelly Ltd,Luiston,MN,94968,US,Utilities_Services,Mechanic,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001620,CUST00016,ACC000016,2023-11-19 10:13:20,62.02,Bill Pay,MER00018,Perez and Sons,Jacobsville,SC,74005,CA,Cash_Like,Prepaid Card Load,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001621,CUST00016,ACC000016,2023-04-24 19:12:39,395.94,Purchase,MER00001,Holland-Todd,South Lisachester,NJ,90951,CA,Retail_General,Book Store,USD,True,Swipe,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001622,CUST00016,ACC000016,2023-05-04 10:51:42,186.71,ATM Withdrawal,MER00033,Ellis LLC,Port Carrie,ID,74837,CA,Financial_Services,Investment Broker,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001623,CUST00016,ACC000016,2023-12-05 04:25:49,57.52,Deposit,MER00085,Harmon Group,Stephenstown,MN,48139,US,Retail_General,Grocery Store,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001624,CUST00016,ACC000016,2023-08-12 13:56:48,177.78,ATM Withdrawal,MER00059,"Rosales, Harris and Evans",Andradestad,IN,11583,US,Cash_Like,Prepaid Card Load,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001625,CUST00016,ACC000016,2023-09-05 20:11:03,832.53,Online Transfer,MER00042,Escobar-Drake,Danielton,NC,48142,CA,Cash_Like,Prepaid Card Load,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001626,CUST00016,ACC000016,2022-12-09 07:44:19,705.52,Online Transfer,MER00007,"Rangel, Guzman and Mcclain",South Kellyshire,IA,42180,CA,Travel,Cruise Line,USD,True,Contactless,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001627,CUST00016,ACC000016,2022-10-13 13:47:23,99.27,Bill Pay,MER00036,Brown and Sons,Angiestad,DE,46946,US,Travel,Hotel,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001628,CUST00016,ACC000016,2024-03-27 05:31:33,-70.64,Refund,MER00085,Harmon Group,Stephenstown,MN,48139,US,Retail_General,Grocery Store,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001629,CUST00016,ACC000016,2024-09-15 02:26:34,424.35,Purchase,MER00098,Herrera Group,Pearsonfort,MA,89255,US,Cash_Like,ATM,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001630,CUST00016,ACC000016,2024-11-11 04:45:32,151.1,Online Transfer,MER00069,"Bentley, Little and Gilmore",New Leslie,MO,59822,CA,Financial_Services,Loan Payment,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001631,CUST00016,ACC000016,2024-11-03 11:50:02,189.21,Cash Advance,MER00002,Hicks Group,Kaneberg,TN,70070,CA,Cash_Like,Money Order,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001632,CUST00016,ACC000016,2022-09-23 17:26:56,166.99,Deposit,MER00056,Tran Ltd,North John,DC,62285,US,Travel,Car Rental,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001633,CUST00016,ACC000016,2023-06-11 20:59:11,-75.0,Refund,MER00053,Rocha Ltd,Alexanderville,HI,28722,US,Retail_Specialty,Electronics Store,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001634,CUST00016,ACC000016,2024-07-26 04:45:46,156.17,Bill Pay,MER00067,King LLC,North Lisaburgh,AL,17662,US,Utilities_Services,Electric Bill,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001635,CUST00016,ACC000016,2024-11-20 18:29:08,99.54,Bill Pay,MER00007,"Rangel, Guzman and Mcclain",South Kellyshire,IA,42180,CA,Travel,Cruise Line,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001636,CUST00016,ACC000016,2024-07-05 12:02:15,-64.97,Refund,MER00041,Howard-Dyer,Edwardchester,MP,89059,US,Retail_General,Book Store,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001637,CUST00016,ACC000016,2023-06-19 11:21:48,71.67,ATM Withdrawal,MER00043,Walker-Lee,Michaelmouth,CO,34519,US,High_Risk,Crypto Exchange,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001638,CUST00016,ACC000016,2024-01-18 11:09:17,-154.54,Refund,MER00092,"Dixon, Webb and Johnson",Arnoldbury,AL,04211,CA,Retail_General,Pharmacy,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001639,CUST00016,ACC000016,2024-10-15 18:45:38,782.66,Online Transfer,MER00007,"Rangel, Guzman and Mcclain",South Kellyshire,IA,42180,CA,Travel,Cruise Line,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001640,CUST00016,ACC000016,2023-10-21 21:16:02,-48.13,Refund,MER00039,"Chambers, Hall and Walker",Olivermouth,ID,10812,US,Financial_Services,Investment Broker,USD,True,Swipe,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001641,CUST00016,ACC000016,2023-11-15 14:53:43,486.98,Bill Pay,MER00055,"Hernandez, Thomas and Franklin",South Kenneth,AZ,89567,CA,Travel,Hotel,USD,True,Contactless,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001642,CUST00016,ACC000016,2024-02-07 06:16:47,394.87,Purchase,MER00045,"Winters, Torres and Poole",Katelynbury,UT,59975,US,High_Risk,Crypto Exchange,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001643,CUST00016,ACC000016,2024-03-23 23:35:57,750.0,Deposit,MER00059,"Rosales, Harris and Evans",Andradestad,IN,11583,US,Cash_Like,Prepaid Card Load,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001644,CUST00016,ACC000016,2024-04-12 09:48:43,61.98,Online Transfer,MER00067,King LLC,North Lisaburgh,AL,17662,US,Utilities_Services,Electric Bill,USD,True,Contactless,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001645,CUST00016,ACC000016,2023-06-23 02:13:26,93.65,Bill Pay,MER00096,Williams-Newton,New Clinton,ND,59701,CA,High_Risk,Foreign Exchange Dealer,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001646,CUST00016,ACC000016,2023-09-13 14:39:37,322.36,Deposit,MER00080,Savage-Johnson,Daltonborough,NH,01342,US,Retail_Specialty,Jewelry Store,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001647,CUST00016,ACC000016,2023-03-23 04:07:48,43.02,ATM Withdrawal,MER00061,Thomas-Richards,Jacobsfurt,MH,45030,CA,Utilities_Services,Restaurant,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001648,CUST00016,ACC000016,2023-09-03 12:59:21,921.92,Online Transfer,MER00021,Harrison Ltd,Virginiamouth,NM,90990,US,Retail_General,Grocery Store,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001649,CUST00016,ACC000016,2023-05-21 12:29:16,130.33,Bill Pay,MER00064,"Pierce, Sanders and Yoder",Scottmouth,NE,63945,US,High_Risk,Crypto Exchange,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001650,CUST00016,ACC000016,2024-04-19 21:41:11,140.14,Purchase,MER00036,Brown and Sons,Angiestad,DE,46946,US,Travel,Hotel,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001651,CUST00016,ACC000016,2023-02-26 13:47:39,47.56,Bill Pay,MER00062,Browning and Sons,New Daniel,NE,19015,CA,Financial_Services,Investment Broker,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001652,CUST00016,ACC000016,2022-09-27 19:53:42,1590.65,Deposit,MER00046,"Johnson, Hubbard and Taylor",New Megan,MT,60221,CA,Travel,Cruise Line,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001653,CUST00016,ACC000016,2024-12-03 06:05:08,131.59,ATM Withdrawal,MER00039,"Chambers, Hall and Walker",Olivermouth,ID,10812,US,Financial_Services,Investment Broker,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001654,CUST00016,ACC000016,2023-03-05 20:23:30,687.61,Online Transfer,MER00052,Collins Inc,Jennifershire,ND,19223,CA,Financial_Services,Loan Payment,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001655,CUST00016,ACC000016,2024-02-11 15:46:52,48.04,Purchase,MER00099,Fox-Daniel,Marissafort,MH,37838,CA,Cash_Like,Money Order,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001656,CUST00016,ACC000016,2024-12-15 23:50:37,287.36,Bill Pay,MER00097,Anderson and Sons,Timothyhaven,ID,03177,US,Travel,Car Rental,USD,True,Swipe,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001657,CUST00016,ACC000016,2024-05-19 21:26:09,-122.41,Refund,MER00005,White Group,Wallacehaven,AL,75195,CA,Retail_General,Department Store,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001658,CUST00016,ACC000016,2023-05-21 19:03:56,1114.25,Deposit,MER00024,Brewer-King,Jefferymouth,VA,09097,CA,Utilities_Services,Phone Bill,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001659,CUST00016,ACC000016,2023-10-17 19:16:34,251.92,Cash Advance,MER00089,"Rodriguez, Trujillo and Butler",Lake Kennethville,MN,24823,CA,Retail_General,Book Store,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001660,CUST00016,ACC000016,2022-08-24 08:32:45,475.69,Purchase,MER00024,Brewer-King,Jefferymouth,VA,09097,CA,Utilities_Services,Phone Bill,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001661,CUST00016,ACC000016,2024-09-10 16:50:24,91.86,ATM Withdrawal,MER00092,"Dixon, Webb and Johnson",Arnoldbury,AL,04211,CA,Retail_General,Pharmacy,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001662,CUST00016,ACC000016,2024-02-24 02:14:02,1145.92,Deposit,MER00018,Perez and Sons,Jacobsville,SC,74005,CA,Cash_Like,Prepaid Card Load,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001663,CUST00016,ACC000016,2022-07-25 13:42:29,-130.42,Refund,MER00064,"Pierce, Sanders and Yoder",Scottmouth,NE,63945,US,High_Risk,Crypto Exchange,USD,True,Contactless,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001664,CUST00016,ACC000016,2024-04-12 13:02:24,1380.44,Deposit,MER00045,"Winters, Torres and Poole",Katelynbury,UT,59975,US,High_Risk,Crypto Exchange,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001665,CUST00016,ACC000016,2022-08-12 11:26:06,1179.6,Deposit,MER00053,Rocha Ltd,Alexanderville,HI,28722,US,Retail_Specialty,Electronics Store,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001666,CUST00016,ACC000016,2024-05-11 14:11:16,162.7,ATM Withdrawal,MER00048,"Stewart, Alvarez and Richmond",Port Ronald,FM,13805,CA,Retail_General,Grocery Store,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001667,CUST00016,ACC000016,2024-02-28 19:27:36,335.37,Deposit,MER00016,Schultz-Brown,Houstonton,NM,36576,CA,High_Risk,Adult Entertainment,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001668,CUST00016,ACC000016,2024-06-12 19:53:16,-102.69,Refund,MER00026,"Brennan, Hunter and Buchanan",Lake Shelby,MI,86341,CA,Financial_Services,Investment Broker,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001669,CUST00016,ACC000016,2024-04-19 08:53:26,1231.19,Deposit,MER00010,Stewart Inc,Davidmouth,CT,51295,CA,Financial_Services,Investment Broker,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001670,CUST00016,ACC000016,2022-10-11 05:02:20,-98.83,Refund,MER00026,"Brennan, Hunter and Buchanan",Lake Shelby,MI,86341,CA,Financial_Services,Investment Broker,USD,True,Contactless,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001671,CUST00016,ACC000016,2023-07-27 07:45:55,881.48,Online Transfer,MER00086,Clark-Garcia,Burgesston,GA,96109,US,High_Risk,Foreign Exchange Dealer,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001672,CUST00016,ACC000016,2024-04-24 12:35:51,189.65,Bill Pay,MER00037,Rhodes Ltd,West Victoriatown,TN,24748,US,Retail_Specialty,Jewelry Store,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001673,CUST00016,ACC000016,2024-03-09 03:37:07,275.69,Purchase,MER00040,"Hardy, Garcia and Thomas",Barbaraview,VI,22372,CA,Travel,Car Rental,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001674,CUST00016,ACC000016,2024-09-22 05:33:16,410.6,Bill Pay,MER00000,"Archer, Burgess and Taylor",Obrienfort,MT,96635,CA,Travel,Hotel,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001675,CUST00016,ACC000016,2024-10-02 17:16:09,-99.47,Refund,MER00072,"Wagner, Williams and Oneal",South Gerald,AR,98849,US,Retail_Specialty,Sporting Goods,USD,True,Swipe,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001676,CUST00016,ACC000016,2023-08-11 06:18:19,546.9,Deposit,MER00086,Clark-Garcia,Burgesston,GA,96109,US,High_Risk,Foreign Exchange Dealer,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001677,CUST00016,ACC000016,2024-01-28 14:13:14,262.47,Purchase,MER00089,"Rodriguez, Trujillo and Butler",Lake Kennethville,MN,24823,CA,Retail_General,Book Store,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001678,CUST00016,ACC000016,2023-12-03 07:56:44,130.18,Bill Pay,MER00033,Ellis LLC,Port Carrie,ID,74837,CA,Financial_Services,Investment Broker,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001679,CUST00016,ACC000016,2023-09-15 04:53:15,425.8,Purchase,MER00031,Kelly Ltd,Luiston,MN,94968,US,Utilities_Services,Mechanic,USD,True,Contactless,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001680,CUST00016,ACC000016,2023-07-18 13:56:12,55.24,Cash Advance,MER00049,Mullins Inc,Aliciahaven,WY,86353,US,Retail_Specialty,Sporting Goods,USD,True,Contactless,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001681,CUST00016,ACC000016,2022-08-29 23:12:49,200.55,Purchase,MER00088,Blackwell-Thompson,Harrisborough,AL,39410,CA,Travel,Car Rental,USD,True,Swipe,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001682,CUST00016,ACC000016,2024-07-15 10:27:17,406.16,Bill Pay,MER00085,Harmon Group,Stephenstown,MN,48139,US,Retail_General,Grocery Store,USD,True,Swipe,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001683,CUST00016,ACC000016,2024-08-23 03:29:48,533.02,Deposit,MER00079,Levy Inc,Wilsonbury,KY,73983,US,Utilities_Services,Electric Bill,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001684,CUST00016,ACC000016,2023-03-20 01:26:09,25.0,ATM Withdrawal,MER00014,"Padilla, White and Gould",Baileymouth,AR,82612,US,High_Risk,Online Gambling,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001685,CUST00016,ACC000016,2023-06-17 02:03:57,253.08,Purchase,MER00097,Anderson and Sons,Timothyhaven,ID,03177,US,Travel,Car Rental,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001686,CUST00016,ACC000016,2023-04-24 05:04:28,7.92,Purchase,MER00030,"King, Sanchez and Cantrell",Sheamouth,VI,70699,US,High_Risk,Online Gambling,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001687,CUST00016,ACC000016,2022-12-19 10:07:50,119.54,Online Transfer,MER00070,Williams-Wong,West Alanborough,KY,53989,CA,Retail_Specialty,Jewelry Store,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001688,CUST00016,ACC000016,2024-03-22 13:50:46,-51.2,Refund,MER00025,James-Patterson,Gomezhaven,ID,87828,US,Utilities_Services,Electric Bill,USD,True,Swipe,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001689,CUST00016,ACC000016,2022-07-25 13:35:33,205.12,Deposit,MER00016,Schultz-Brown,Houstonton,NM,36576,CA,High_Risk,Adult Entertainment,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001690,CUST00016,ACC000016,2022-09-26 16:25:15,118.87,ATM Withdrawal,MER00067,King LLC,North Lisaburgh,AL,17662,US,Utilities_Services,Electric Bill,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001691,CUST00016,ACC000016,2024-08-07 17:20:35,40.23,ATM Withdrawal,MER00003,"Cochran, Robinson and Mcintosh",Gardnerstad,AK,12006,CA,Cash_Like,Prepaid Card Load,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001692,CUST00016,ACC000016,2022-08-15 05:20:47,474.55,Cash Advance,MER00028,"Edwards, Moore and Valencia",Kennedyhaven,NJ,01100,US,Utilities_Services,Phone Bill,USD,True,Contactless,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001693,CUST00016,ACC000016,2024-06-26 03:32:03,211.45,Bill Pay,MER00029,"Santana, Roberts and Moore",Wiseside,IL,86600,US,High_Risk,Adult Entertainment,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001694,CUST00016,ACC000016,2022-07-26 20:37:46,-120.55,Refund,MER00055,"Hernandez, Thomas and Franklin",South Kenneth,AZ,89567,CA,Travel,Hotel,USD,True,Swipe,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001695,CUST00016,ACC000016,2024-02-22 10:25:41,174.66,Cash Advance,MER00072,"Wagner, Williams and Oneal",South Gerald,AR,98849,US,Retail_Specialty,Sporting Goods,USD,True,Chip,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001696,CUST00016,ACC000016,2023-10-17 18:04:47,157.91,Cash Advance,MER00072,"Wagner, Williams and Oneal",South Gerald,AR,98849,US,Retail_Specialty,Sporting Goods,USD,True,Swipe,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001697,CUST00016,ACC000016,2023-06-22 18:25:01,432.61,Cash Advance,MER00095,"Schneider, Olson and Brown",Carmenview,CA,06226,CA,Travel,Hotel,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001698,CUST00016,ACC000016,2023-01-10 16:15:20,346.99,Online Transfer,MER00098,Herrera Group,Pearsonfort,MA,89255,US,Cash_Like,ATM,USD,False,E-commerce,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001699,CUST00016,ACC000016,2023-11-02 22:31:50,74.51,Bill Pay,MER00097,Anderson and Sons,Timothyhaven,ID,03177,US,Travel,Car Rental,USD,True,Contactless,1e71f1dcdec7cb3f,192.168.2.91,False,
TXN0001700,CUST00017,ACC000017,2024-05-27 04:36:53,115.95,ATM Withdrawal,MER00064,"Pierce, Sanders and Yoder",Scottmouth,NE,63945,US,High_Risk,Crypto Exchange,USD,True,Chip,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001701,CUST00017,ACC000017,2024-08-29 20:15:25,28.06,Purchase,MER00083,"Lopez, Patterson and Miller",Griffinville,UT,99492,CA,Retail_Specialty,Sporting Goods,USD,True,Contactless,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001702,CUST00017,ACC000017,2024-12-10 19:43:05,431.22,Purchase,MER00060,Jennings and Sons,Webbville,MD,02571,US,Travel,Car Rental,USD,True,Swipe,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001703,CUST00017,ACC000017,2024-12-29 13:13:35,-169.1,Refund,MER00029,"Santana, Roberts and Moore",Wiseside,IL,86600,US,High_Risk,Adult Entertainment,USD,True,Chip,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001704,CUST00017,ACC000017,2024-10-17 17:57:12,-14.75,Refund,MER00091,Mendoza-Skinner,Edwardsside,OK,51291,US,High_Risk,Foreign Exchange Dealer,USD,True,Chip,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001705,CUST00017,ACC000017,2024-09-03 00:45:44,-54.35,Refund,MER00097,Anderson and Sons,Timothyhaven,ID,03177,US,Travel,Car Rental,USD,False,E-commerce,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001706,CUST00017,ACC000017,2024-08-03 14:03:18,-40.43,Refund,MER00009,"Huff, James and Johnson",New Mike,WA,70257,US,Travel,Cruise Line,USD,True,Contactless,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001707,CUST00017,ACC000017,2024-06-08 16:08:47,40.11,ATM Withdrawal,MER00047,Wright LLC,Davisberg,PR,11887,CA,Travel,Hotel,USD,True,Chip,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001708,CUST00017,ACC000017,2024-11-20 11:45:39,615.76,Deposit,MER00032,Carlson PLC,Richardburgh,VA,01574,US,Travel,Airline,USD,True,Chip,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001709,CUST00017,ACC000017,2024-10-20 00:23:22,68.73,Bill Pay,MER00097,Anderson and Sons,Timothyhaven,ID,03177,US,Travel,Car Rental,USD,True,Swipe,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001710,CUST00017,ACC000017,2024-11-12 04:24:26,1616.25,Deposit,MER00004,"Pena, Koch and Casey",South Sandra,HI,78111,US,Cash_Like,ATM,USD,True,Chip,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001711,CUST00017,ACC000017,2024-12-17 13:22:00,477.48,Bill Pay,MER00027,"Duffy, Soto and Bond",Lewisfurt,MP,39785,US,Retail_Specialty,Sporting Goods,USD,True,Chip,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001712,CUST00017,ACC000017,2024-09-24 05:17:54,169.88,Purchase,MER00065,Mejia LLC,New Willie,NV,64375,US,Retail_Specialty,Jewelry Store,USD,False,E-commerce,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001713,CUST00017,ACC000017,2024-08-30 15:35:16,88.8,Cash Advance,MER00096,Williams-Newton,New Clinton,ND,59701,CA,High_Risk,Foreign Exchange Dealer,USD,False,E-commerce,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001714,CUST00017,ACC000017,2024-08-21 19:45:02,12.79,Cash Advance,MER00095,"Schneider, Olson and Brown",Carmenview,CA,06226,CA,Travel,Hotel,USD,True,Chip,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001715,CUST00017,ACC000017,2024-09-16 01:38:11,244.25,Purchase,MER00084,"Mason, Perry and Thomas",Allenstad,MO,14466,US,Travel,Airline,USD,False,E-commerce,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001716,CUST00017,ACC000017,2024-08-12 01:22:17,-63.75,Refund,MER00020,Floyd-Conway,Taylorshire,NV,48143,CA,Cash_Like,Money Order,USD,True,Swipe,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001717,CUST00017,ACC000017,2024-08-07 15:46:26,306.13,Purchase,MER00077,Burke-Owens,Deborahchester,NJ,24642,CA,High_Risk,Dating Service,USD,False,E-commerce,3faa698a2e91fb3b,192.168.0.156,False,
TXN0001718,CUST00017,ACC000017,2024-06-20 20:09:08,334.05,Purchase,MER00087,Robinson Ltd,Elizabethland,ME,39445,CA,Retail_General,Book Store,USD,True,Swipe,3faa698a2e91fb3b,192.168.0.156,False,
